date,hour,id_origin,id_destination,activity_origin,activity_destination,income,age,gender,n_trips,trips_total_length_km
2025-06-02,0,28079,28040,other_frequent,other_non_frequent,>15,25-45,female,4251,116470
2025-06-02,0,28079,28040,other_non_frequent,other_frequent,10-15,45-65,male,2666,76564
2025-06-02,0,28079,28040,other_non_frequent,other_non_frequent,>15,25-45,female,3278,113071
2025-06-02,0,28079,28041,home,other_frequent,>15,45-65,male,2218,36062
2025-06-02,0,28079,28041,home,other_non_frequent,>15,0-25,male,7030,89844
2025-06-02,0,28079,28041,other_frequent,home,>15,0-25,female,10283,152224
2025-06-02,0,28079,28041,work_or_study,other_frequent,>15,0-25,male,4555,54187
2025-06-02,0,28079,28042_AM,other_non_frequent,other_non_frequent,>15,45-65,male,2319,94558
2025-06-02,0,28079,28044,home,other_non_frequent,>15,25-45,male,3995,127528
2025-06-02,0,28079,28044,home,other_non_frequent,>15,45-65,female,3057,87634
2025-06-02,0,28079,28045,home,other_non_frequent,>15,45-65,male,2722,69648
2025-06-02,0,28079,28045,other_frequent,home,>15,25-45,female,10149,174228
2025-06-02,0,28079,28045,other_frequent,home,>15,25-45,male,12888,313977
2025-06-02,0,28079,28045,other_frequent,home,>15,45-65,female,8157,183809
2025-06-02,0,28079,28045,other_frequent,home,>15,45-65,male,11515,207200
2025-06-02,0,28079,28045,other_frequent,home,>15,65-100,female,8910,161970
2025-06-02,0,28079,28045,other_frequent,home,>15,65-100,male,2065,23724
2025-06-02,0,28079,28045,other_frequent,other_frequent,>15,0-25,female,8109,96111
2025-06-02,0,28079,28045,other_frequent,other_frequent,>15,25-45,male,3653,45148
2025-06-02,0,28079,28045,other_frequent,work_or_study,>15,45-65,female,2921,62938
2025-06-02,0,28079,28045,other_non_frequent,home,>15,0-25,male,13740,369649
2025-06-02,0,28079,28045,other_non_frequent,home,>15,25-45,female,3383,69586
2025-06-02,0,28079,28045,other_non_frequent,home,>15,25-45,male,16110,416280
2025-06-02,0,28079,28045,other_non_frequent,home,>15,45-65,male,11515,279148
2025-06-02,0,28079,28045,other_non_frequent,home,>15,65-100,female,2970,68351
2025-06-02,0,28079,28045,other_non_frequent,home,>15,65-100,male,2065,51594
2025-06-02,0,28079,28045,work_or_study,home,>15,25-45,female,3383,96448
2025-06-02,0,28079,28045,work_or_study,home,>15,25-45,male,3222,56788
2025-06-02,0,28079,28046,other_non_frequent,other_non_frequent,>15,0-25,male,5671,260269.99999999997
2025-06-02,0,28079,28047,home,other_frequent,>15,25-45,male,3995,141258
2025-06-02,0,28079,28047,home,work_or_study,>15,25-45,female,3749,114547
2025-06-02,0,28079,28047,other_frequent,home,10-15,0-25,male,14182,450340
2025-06-02,0,28079,28047,other_frequent,home,10-15,25-45,female,7988,278191
2025-06-02,0,28079,28047,other_frequent,home,10-15,25-45,male,7010,256017
2025-06-02,0,28079,28047,other_frequent,home,10-15,45-65,female,7044,227551
2025-06-02,0,28079,28047,other_frequent,home,10-15,45-65,male,2859,110353
2025-06-02,0,28079,28047,other_frequent,home,10-15,65-100,female,7522,247359
2025-06-02,0,28079,28047,other_frequent,home,10-15,65-100,male,2589,87782
2025-06-02,0,28079,28047,other_frequent,other_frequent,10-15,25-45,female,3747,130229.00000000001
2025-06-02,0,28079,28047,other_frequent,other_frequent,10-15,65-100,female,3761,129532.00000000001
2025-06-02,0,28079,28047,other_frequent,other_frequent,>15,0-25,female,6518,204361
2025-06-02,0,28079,28047,other_non_frequent,home,10-15,0-25,female,15204,535975
2025-06-02,0,28079,28047,other_non_frequent,home,10-15,0-25,male,14182,411186
2025-06-02,0,28079,28047,other_non_frequent,home,10-15,25-45,female,11982,432834
2025-06-02,0,28079,28047,other_non_frequent,home,10-15,25-45,male,7010,224030
2025-06-02,0,28079,28047,other_non_frequent,home,10-15,45-65,female,3522,97066
2025-06-02,0,28079,28047,other_non_frequent,home,10-15,45-65,male,11436,320896
2025-06-02,0,28079,28047,other_non_frequent,home,10-15,65-100,female,7522,261998
2025-06-02,0,28079,28047,other_non_frequent,home,10-15,65-100,male,7767,282862
2025-06-02,0,28079,28047,other_non_frequent,other_frequent,10-15,25-45,female,3994,165156
2025-06-02,0,28079,28047,other_non_frequent,other_frequent,>15,25-45,female,4304,110248
2025-06-02,0,28079,28047,other_non_frequent,other_frequent,>15,45-65,female,3182,112997
2025-06-02,0,28079,28047,other_non_frequent,other_non_frequent,10-15,45-65,female,3289,115142
2025-06-02,0,28079,28047,other_non_frequent,work_or_study,10-15,25-45,male,3544,132104
2025-06-02,0,28079,28047,work_or_study,home,10-15,25-45,male,3505,125199
2025-06-02,0,28079,28047,work_or_study,other_non_frequent,>15,45-65,female,3369,120155
2025-06-02,0,28079,28049,home,other_frequent,10-15,0-25,female,30920,64735
2025-06-02,0,28079,28049,home,other_frequent,10-15,0-25,male,17750.999999999996,73340
2025-06-02,0,28079,28049,home,other_frequent,10-15,25-45,female,14360.999999999998,90804.99999999999
2025-06-02,0,28079,28049,home,other_frequent,10-15,25-45,male,8964,25772.000000000004
2025-06-02,0,28079,28049,home,other_frequent,10-15,45-65,female,21007,51899
2025-06-02,0,28079,28049,home,other_frequent,10-15,45-65,male,4624,7960
2025-06-02,0,28079,28049,home,other_frequent,10-15,65-100,female,7318.000000000001,70521
2025-06-02,0,28079,28049,home,other_frequent,10-15,65-100,male,3758,8351
2025-06-02,0,28079,28049,home,other_frequent,>15,0-25,female,11720,36651
2025-06-02,0,28079,28049,home,other_frequent,>15,25-45,female,20702,97470
2025-06-02,0,28079,28049,home,other_frequent,>15,25-45,male,8331,18090
2025-06-02,0,28079,28049,home,other_frequent,>15,45-65,female,9363,54919.99999999999
2025-06-02,0,28079,28049,home,other_frequent,>15,45-65,male,13045,67024
2025-06-02,0,28079,28049,home,other_frequent,>15,65-100,male,4059.9999999999995,7613
2025-06-02,0,28079,28049,home,other_non_frequent,10-15,0-25,female,6184,13113
2025-06-02,0,28079,28049,home,other_non_frequent,10-15,0-25,male,29585,93815.00000000001
